ID,MEDCAUSE,COUNTY,CITY,ACC_DATE,ACCYR,MONTH,WEEKDAY,TIME,TOT_KILL,TOT_INJ,NO_PEDS,NUMVEHS,ROUTE_ID,MILEPOST,ST_FUNC,RUR_URB,V1CMPDIR,V1EVENT1,V1DIRCDE,ACCTYPE,V2CMPDIR,V2EVENT1,V2DIRCDE,SEVERITY,OBJECT1,OBJECT2,LOC_TYPE,RDSURF,LIGHT,LOC_CHAR,WKZONE,ALCFLAG,RODWYCLS,CITY_NAME,ACCESS_CONTROL,LANE_COUNT,MEDIAN_WIDTH,MEDIAN_BARRIER,ROAD_WIDTH,RIGHT_SHOULDER_WIDTH,LEFT_SHOULDER_SURFACE,LEFT_SHOULDER_WIDTH,SPECIAL_USE_LANE_ROAD_SIDE,SPEED_LIMIT,LANE_SURFACE_TYPE,TOTAL_AADT,DIVIDED_INDICATOR,SEATPOS_0,AGE_0,SEX_0,REST1_0,HELMET_0,DRASSESS_1,CONTRIB1_1,CONTRIB2_1,VEH_USE_1,DRV_ACTN_1,VEHCOND1_1,VEHCOND2_1,VEHCOND3_1,INTER_A_1,CMAXLES_1,DRAIRBAG_1,DRV_EJCT_1,SEATPOS_1,AGE_1,SEX_1,REST1_1,HELMET_1,DRASSESS_2,CONTRIB1_2,CONTRIB2_2,VEH_USE_2,DRV_ACTN_2,VEHCOND1_2,VEHCOND2_2,VEHCOND3_2,INTER_A_2,CMAXLES_2,DRAIRBAG_2,DRV_EJCT_2,SEATPOS_2,AGE_2,SEX_2,REST1_2,HELMET_2,DRASSESS_3,CONTRIB1_3,CONTRIB2_3,VEH_USE_3,DRV_ACTN_3,VEHCOND1_3,VEHCOND2_3,VEHCOND3_3,INTER_A_3,CMAXLES_3,DRAIRBAG_3,DRV_EJCT_3,ROUTE_MILEPOST
EC12025,0,17,36,5,2022,1,4,1100,0,1,1,1,47,0.09,0,0,3,1,1,8,3,2,3,2,-1,-1,0,3,0,1,-1,0,4,36,-1,6,0,-1,80,0,-1,0,0,0,1,0,0,0,35.0,3,0,0,2,4,0,0,1,0,0,0,0,0,0,0,3,35.0,0,0,2,2,1,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47000.09
EC23229,0,3,-1,22,2022,2,3,900,0,0,0,2,45,6.47,0,0,5,8,2,7,1,2,1,1,-1,-1,1,0,0,-1,-1,0,5,-1,1,4,0,-1,64,0,-1,0,0,40,1,34000,0,0,21.0,1,0,3,2,4,23,0,13,0,0,0,0,0,0,0,0,32.0,1,1,1,2,0,0,2,3,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45006.47
EC08792,0,26,-1,5,2022,1,4,2100,0,1,0,2,3,341.03,5,1,0,1,1,1,7,3,0,3,-1,-1,0,2,2,-1,-1,0,7,-1,4,2,0,-1,24,5,-1,0,0,55,1,8600,0,0,,0,2,2,0,3,0,0,1,0,0,0,0,0,1,0,0,57.0,0,1,2,2,0,0,2,5,0,0,0,0,0,5,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3341.0299999999997
EC19395,0,22,47,11,2022,2,6,1600,0,0,0,3,60,12.19,0,0,0,1,0,0,0,2,0,1,-1,-1,0,0,0,-1,-1,1,3,48,1,2,0,-1,26,8,-1,0,1,40,1,28000,0,0,35.0,1,0,0,2,11,0,0,1,0,0,0,0,0,0,0,0,39.0,0,1,2,2,0,0,1,3,0,0,0,0,0,1,1,1,32.0,1,1,0,1,0,0,0,3,1,0,0,0,0,1,1,60012.19
EC19319,0,16,24,7,2022,2,2,1800,0,0,0,2,19,22.93,0,0,1,3,3,1,0,3,0,1,-1,-1,1,0,1,-1,-1,0,5,24,6,4,16,2,48,10,-1,0,0,35,0,23000,1,1,25.0,1,0,0,0,6,0,1,7,0,0,0,0,0,4,1,0,23.0,0,1,2,2,0,0,2,5,0,0,0,2,2,1,1,1,59.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19022.93
EC13765,0,15,23,16,2022,1,1,1700,0,0,0,2,24,4.63,0,0,5,1,0,2,5,3,2,1,-1,-1,0,0,1,-1,-1,0,1,23,3,4,0,-1,49,0,-1,0,2,40,1,19000,0,0,30.0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,25.0,0,1,2,2,0,0,2,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24004.63
EC26381,0,28,49,7,2022,3,2,1400,0,0,0,2,66,7.51,0,0,2,3,2,1,8,3,2,1,-1,-1,1,0,0,-1,-1,0,1,50,5,3,0,-1,49,0,-1,0,0,35,1,24000,0,0,31.0,1,0,3,0,0,0,1,7,0,0,0,0,0,0,0,0,58.0,0,1,1,0,0,0,1,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66007.51
EC14486,0,3,-1,11,2022,1,3,1300,0,0,0,3,57,2.31,0,0,0,1,0,2,0,3,0,1,-1,-1,8,1,0,-1,-1,0,2,-1,1,4,1,0,64,0,-1,0,0,40,1,32000,1,0,42.0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,64.0,0,1,2,0,0,0,3,5,0,0,0,1,4,2,1,1,73.0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,1,57002.31
EC65245,0,8,-1,10,2022,7,1,1900,0,0,0,2,41,23.32,0,0,6,1,1,0,7,3,2,1,-1,-1,0,0,0,-1,-1,0,1,-1,1,4,0,-1,53,0,-1,0,2,40,1,39000,0,0,39.0,1,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,32.0,0,1,2,2,0,0,1,4,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41023.32
EC44203,0,27,-1,30,2022,4,7,1900,0,1,0,2,37,11.73,3,1,1,2,3,4,0,3,0,2,-1,12,1,0,0,-1,-1,0,7,-1,4,2,0,-1,24,6,-1,0,0,55,3,3100,0,0,30.0,1,2,2,2,7,12,0,3,0,0,0,0,0,1,0,0,70.0,0,1,2,2,0,0,2,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37011.73
EC24045,0,0,7,23,2022,2,4,2000,0,0,0,2,18,4.79,0,0,5,1,0,4,0,1,4,1,-1,-1,1,0,1,-1,-1,0,5,7,5,4,16,2,48,10,-1,0,0,40,1,22000,1,1,38.0,2,2,0,0,6,0,1,1,0,0,0,0,0,4,1,0,41.0,1,3,2,0,0,0,2,1,0,0,0,0,0,1,1,1,39.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18004.79
EC43184,0,8,113,27,2022,4,4,1100,0,1,0,2,49,6.99,2,0,2,3,0,0,2,3,0,4,-1,-1,4,0,0,-1,-1,0,3,117,2,2,0,-1,44,0,-1,0,0,25,1,13000,0,0,57.0,1,2,0,0,19,27,0,7,4,0,0,0,0,0,0,0,44.0,0,1,2,0,2,0,3,5,0,0,0,0,0,1,1,4,21.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,49006.99
EC09953,0,18,-1,7,2022,1,6,1600,0,0,0,1,67,45.34,4,1,3,1,0,3,6,4,3,1,7,19,0,1,5,-1,-1,0,7,-1,4,2,0,-1,22,8,-1,0,0,55,3,7100,0,0,43.0,1,0,0,2,14,20,0,6,0,0,0,0,0,1,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67045.34
EC34627,0,15,-1,4,2022,4,2,1100,0,0,0,2,19,0.43,0,0,5,1,0,7,7,1,4,1,-1,-1,1,0,0,-1,-1,0,4,-1,-1,4,2,0,48,0,-1,0,1,0,0,0,1,0,83.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,29.0,0,1,2,0,9,0,2,1,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000.43
EC14336,0,8,-1,24,2022,1,2,1600,0,0,0,3,11,8.5,0,0,7,4,1,0,7,3,2,1,-1,-1,0,0,0,-1,-1,0,5,-1,0,4,84,-1,88,0,3,0,0,60,0,58000,1,0,29.0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31.0,0,1,2,0,0,0,2,4,0,0,0,0,0,1,1,1,47.0,1,1,0,0,3,0,0,12,1,0,0,0,0,1,1,11008.5
EC17936,0,22,42,7,2022,2,2,0,0,0,0,2,71,2.84,0,0,0,4,0,2,0,3,0,1,-1,1,0,0,1,-1,-1,1,1,42,3,4,0,-1,44,0,-1,0,2,30,1,33000,0,0,21.0,2,2,2,0,11,0,0,0,0,0,0,0,0,3,2,0,23.0,1,3,4,0,0,0,2,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71002.84
EC16550,0,8,25,31,2022,1,2,1600,0,0,0,2,6,0.06,1,0,7,4,1,0,8,3,0,1,-1,-1,0,0,0,-1,-1,0,0,56,-1,1,0,-1,12,10,-1,0,0,0,1,0,0,0,16.0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,49.0,0,1,1,0,0,0,1,4,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.06
EC64582,0,17,-1,1,2022,7,6,1000,0,0,0,2,6,0.89,1,0,2,1,0,2,2,3,0,1,-1,-1,1,0,0,-1,-1,0,0,-1,-1,2,0,-1,24,10,-1,0,0,0,1,0,0,0,39.0,1,0,0,0,4,0,1,8,0,0,0,0,0,0,0,0,40.0,0,1,2,0,1,0,2,17,0,0,0,2,2,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.89
EC69093,0,4,5,24,2022,7,1,1700,0,1,0,2,7,3.62,0,0,4,1,0,0,4,2,0,2,-1,-1,6,0,0,-1,-1,0,1,5,3,4,0,-1,49,0,-1,0,2,35,1,34000,0,0,61.0,1,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,26.0,0,1,1,2,0,0,2,3,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7003.62
EC26339,0,0,-1,6,2022,3,1,1500,0,1,0,1,82,1.79,0,0,4,2,1,3,6,4,3,3,18,-1,1,0,0,-1,-1,0,1,-1,1,4,0,-1,65,0,-1,0,0,50,0,21000,0,0,51.0,1,0,0,0,28,0,0,3,0,0,0,0,0,5,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82001.79
EC65106,0,0,-1,11,2022,7,2,1600,0,0,0,2,58,12.2,2,0,4,1,1,0,4,2,2,1,-1,-1,6,0,0,-1,-1,0,3,-1,1,2,0,-1,34,5,-1,0,0,55,1,15000,0,0,64.0,2,0,0,2,4,0,1,4,0,0,0,0,0,0,0,0,88.0,1,1,2,2,0,0,2,3,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58012.2
EC24754,0,0,0,28,2022,2,2,700,0,0,0,1,6,0.15,1,0,0,1,0,6,6,4,3,1,1,-1,0,1,0,-1,-1,0,0,0,-1,1,0,-1,15,8,0,0,0,0,0,0,0,1,28.0,1,0,0,0,6,0,1,1,0,0,0,0,0,4,1,0,46.0,0,1,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.15
EC24727,0,0,83,22,2022,1,7,1100,0,0,0,2,58,7.98,0,0,4,1,1,4,1,1,4,1,-1,-1,1,0,0,-1,-1,0,1,87,2,6,0,-1,78,0,-1,0,1,45,1,60000,0,0,82.0,2,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,51.0,0,1,2,0,0,0,2,1,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58007.98
EC32341,0,3,56,2,2022,3,4,1600,0,0,0,2,79,2.61,1,0,0,1,0,0,0,3,0,1,-1,-1,0,1,0,-1,-1,0,5,57,0,6,128,6,72,10,1,6,0,60,0,104000,1,0,56.0,2,0,0,2,6,0,1,1,0,0,0,0,0,0,0,0,20.0,0,1,2,2,2,0,2,4,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79002.61
3888061,0,0,0,26,2022,8,6,100,0,0,0,2,2,1.92,0,0,0,1,3,0,0,2,4,1,-1,-1,1,0,-1,-1,-1,0,1,0,1,4,0,-1,64,0,-1,0,0,30,1,20000,0,0,16.0,1,0,0,0,2,0,1,1,0,0,0,0,0,4,0,0,64.0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001.92
EC16121,0,0,9,16,2022,1,1,200,0,2,0,1,6,0.14,1,0,2,1,0,6,6,4,3,3,10,10,0,0,1,-1,-1,1,0,9,-1,1,0,-1,12,8,-1,0,0,0,1,0,0,1,35.0,1,0,0,0,6,0,0,6,0,0,0,0,0,4,1,0,32.0,0,4,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.14
EC17819,0,15,-1,3,2022,2,5,1100,0,0,0,2,19,186.05,5,1,2,9,1,5,2,3,2,1,-1,-1,0,0,0,-1,-1,0,9,-1,5,2,0,-1,22,8,-1,0,0,60,1,11000,0,0,51.0,1,0,0,0,3,11,1,14,0,0,0,0,0,0,0,1,46.0,1,1,2,0,0,0,2,5,0,0,0,0,0,0,0,1,50.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19186.05
EC26488,0,0,29,2,2022,3,4,600,0,0,0,2,4,3.98,1,0,3,4,0,2,3,3,0,1,-1,-1,0,0,0,-1,-1,0,5,28,0,4,16,1,48,10,-1,0,3,60,0,123000,1,0,25.0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,15.0,1,1,1,0,0,0,1,5,0,0,0,0,0,0,0,2,10.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4003.98
EC22548,0,3,-1,18,2022,2,6,1700,0,0,0,2,57,4.29,5,1,0,1,0,0,0,2,0,1,-1,-1,6,0,1,-1,-1,0,6,-1,5,4,0,-1,73,0,-1,0,0,55,1,29000,0,0,,0,2,2,0,4,0,0,1,0,0,0,0,0,3,0,0,26.0,1,1,2,2,0,0,2,2,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57004.29
EC45210,0,0,0,30,2022,4,7,1700,0,1,0,2,12,0.11,0,0,1,1,0,0,5,2,0,2,-1,-1,0,0,0,-1,0,0,0,0,-1,1,0,-1,15,9,0,0,0,0,1,0,0,0,36.0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,20.0,0,1,2,0,0,0,2,3,0,0,0,0,0,0,0,1,56.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12000.11
EC08858,0,18,-1,4,2022,1,3,1000,0,0,0,1,3,141.78,5,1,4,1,0,6,6,4,3,1,1,-1,0,2,0,-1,-1,0,7,-1,4,2,0,-1,22,3,-1,0,0,60,3,1600,0,0,27.0,1,0,0,2,3,0,1,1,0,0,0,0,0,0,0,1,27.0,1,1,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3141.78
3912001,0,0,0,15,2022,7,6,2200,0,0,0,1,6,0.27,1,0,6,1,0,3,6,4,3,1,8,-1,0,0,1,2,-1,1,0,0,-1,1,0,-1,12,9,0,0,0,0,1,0,0,0,47.0,1,2,0,2,11,0,0,1,1,0,0,0,0,7,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.27
EC17524,0,17,8,31,2022,1,2,1700,0,0,0,1,35,0.3,0,0,5,3,2,3,6,4,3,0,0,-1,1,6,0,-1,-1,0,1,8,5,6,0,-1,72,0,-1,0,1,45,1,51000,0,0,,0,2,2,0,4,0,0,7,0,0,0,0,0,3,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000.3
3902294,0,0,0,4,2022,10,3,1600,0,1,0,2,27,0.2,0,0,6,1,0,0,7,2,0,3,-1,-1,6,0,0,0,-1,0,4,0,-1,4,0,-1,49,0,-1,0,1,0,1,0,0,0,18.0,1,6,3,2,14,2,0,1,0,0,0,0,0,0,0,0,45.0,0,6,1,2,0,0,2,3,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000.2
EC28215,0,0,0,10,2022,3,5,800,0,2,0,2,6,0.38,0,0,2,1,1,0,2,2,2,2,-1,-1,0,0,0,-1,-1,0,4,0,-1,2,0,-1,30,0,-1,0,1,0,1,0,0,0,51.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,43.0,2,1,2,0,0,0,1,3,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.38
EC10495,0,0,2,7,2022,1,6,2200,0,0,0,2,4,13.91,1,0,6,4,1,2,7,3,2,1,-1,-1,0,0,1,-1,-1,0,5,2,0,6,16,1,70,10,-1,0,1,60,0,158000,1,0,,0,2,2,0,3,8,0,0,0,0,0,0,0,3,2,0,24.0,0,1,2,2,0,0,2,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4013.91
EC15378,0,0,7,27,2022,1,5,1500,0,0,0,2,11,22.36,0,0,3,1,0,2,3,3,0,1,-1,-1,0,0,0,-1,-1,0,5,7,0,4,20,1,48,10,-1,0,3,60,1,118000,1,0,29.0,2,2,2,0,3,0,0,1,0,0,0,0,0,3,0,0,57.0,0,1,2,0,0,0,2,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11022.36
EC39388,0,17,8,20,2022,4,4,2100,0,0,0,1,4,26.73,1,0,4,1,0,10,6,4,3,1,-1,-1,0,0,1,-1,-1,0,5,8,0,4,40,3,48,10,1,10,3,60,1,90000,1,1,19.0,2,0,0,0,6,0,0,1,0,0,0,0,0,4,1,0,22.0,0,1,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4026.73
EC12247,0,0,7,6,2022,1,5,1900,0,0,0,2,18,7.4,0,0,5,1,0,0,1,2,0,1,-1,-1,6,1,1,-1,-1,0,1,7,1,4,0,-1,56,4,-1,0,0,40,1,28000,0,0,25.0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,44.0,0,1,2,0,0,0,2,3,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18007.4
EC11901,0,0,89,10,2022,1,2,1800,0,0,0,2,26,5.99,0,0,7,4,1,2,8,3,2,1,-1,-1,0,1,2,-1,-1,0,1,92,2,4,0,-1,40,0,-1,0,1,40,1,51000,0,0,38.0,1,0,3,0,7,0,0,0,0,0,0,0,0,0,0,1,45.0,1,1,1,0,0,0,2,5,0,0,0,0,0,1,1,1,62.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26005.99
EC64551,0,0,62,11,2022,7,2,1000,0,2,0,2,84,2.69,0,0,7,1,1,0,8,3,2,3,-1,-1,0,0,0,-1,-1,0,5,63,0,6,16,1,72,10,-1,0,0,60,0,117000,1,0,23.0,2,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,71.0,1,1,2,0,0,0,1,4,0,0,0,0,0,4,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84002.69
EC29129,0,0,2,28,2022,2,2,500,0,0,0,2,4,12.11,1,0,6,1,1,3,6,4,3,1,11,-1,0,1,1,-1,-1,0,5,2,0,8,155,6,96,10,1,6,3,60,1,185000,1,0,30.0,2,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,33.0,0,1,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,6,1,0,0,0,0,1,1,4012.11
EC36954,0,0,78,5,2022,4,3,600,0,0,0,3,11,17.01,0,0,0,1,0,0,0,3,0,1,-1,-1,0,0,3,-1,-1,0,5,80,0,5,60,3,60,10,1,5,3,60,1,112000,1,0,21.0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,41.0,0,1,2,0,0,0,2,4,0,0,0,0,0,1,1,1,33.0,2,1,0,0,0,0,0,2,1,0,0,0,0,1,1,11017.01
EC36997,0,22,42,6,2022,4,4,1500,0,0,0,1,56,0.12,0,0,2,1,0,3,6,4,3,1,19,-1,0,0,0,-1,-1,0,0,42,-1,1,0,-1,15,8,1,4,0,0,1,0,0,0,48.0,2,2,0,2,4,0,0,1,0,0,0,0,0,0,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000.12
EC39796,0,15,-1,22,2022,4,6,1800,0,0,0,1,85,2.1,3,1,7,1,1,3,6,4,3,1,4,-1,0,0,0,-1,-1,0,7,-1,4,2,0,-1,22,5,-1,0,0,55,3,1300,0,0,48.0,1,0,0,2,3,0,1,1,0,0,0,0,0,0,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85002.1
EC66887,0,0,7,18,2022,7,2,1900,0,0,0,2,6,0.6000000000000001,1,0,6,5,0,0,7,3,0,1,-1,-1,1,0,0,-1,-1,0,0,30,-1,3,0,-1,42,0,1,4,0,0,1,0,0,0,53.0,2,0,0,0,6,0,0,10,0,0,0,0,0,2,0,0,19.0,1,1,2,0,1,0,1,4,0,0,0,0,0,2,1,2,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.6
EC27748,0,23,39,10,2022,3,5,1600,0,0,0,3,50,13.93,1,0,7,1,1,0,8,2,2,1,-1,-1,0,0,0,-1,-1,0,5,39,0,4,40,4,47,10,1,5,0,60,1,50000,1,0,61.0,1,0,0,2,13,2,0,1,0,0,0,0,0,0,0,0,38.0,0,1,2,2,0,0,1,3,0,0,0,0,0,1,1,1,31.0,2,1,0,1,0,0,1,3,1,0,0,0,0,1,1,50013.93
EC69209,0,22,-1,20,2022,7,4,1700,0,0,0,2,71,6.93,0,0,5,1,1,2,1,3,2,1,-1,-1,0,0,0,-1,-1,0,5,-1,0,4,12,1,48,8,-1,0,0,50,1,35000,1,0,19.0,1,0,2,0,24,0,1,1,0,0,0,0,0,0,0,0,46.0,0,1,2,0,0,0,2,5,0,0,0,0,0,5,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71006.93
EC29791,0,22,42,18,2022,3,6,1800,0,2,0,2,55,0.55,0,0,1,1,1,0,5,2,2,3,-1,-1,1,1,0,-1,-1,0,1,42,2,4,0,-1,69,0,-1,0,1,35,1,31000,0,0,36.0,1,0,0,2,4,0,0,1,0,0,0,0,0,5,0,1,13.0,1,1,2,0,0,0,1,2,0,0,0,0,0,1,1,2,16.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55000.55
EC23998,0,5,6,18,2022,2,6,1600,0,0,0,3,9,5.11,0,0,2,1,0,0,2,2,0,1,-1,-1,0,0,0,1,-1,0,3,6,3,2,0,-1,44,0,-1,0,0,25,1,9200,0,0,44.0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,19.0,0,1,2,2,0,0,2,3,0,0,0,0,0,1,1,1,20.0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,9005.11
EC42209,0,0,7,7,2022,4,5,1200,0,0,0,2,18,2.23,0,0,6,1,2,0,7,2,1,1,-1,-1,1,6,0,-1,-1,0,5,7,5,4,0,-1,76,0,-1,0,0,35,1,35000,0,0,,1,2,2,0,3,0,1,1,0,0,0,0,0,0,0,0,42.0,0,3,1,2,0,0,1,3,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18002.23
EC33371,0,8,34,29,2022,3,3,700,0,0,0,2,39,8.68,0,0,3,1,0,0,3,3,0,1,-1,-1,0,0,0,-1,-1,0,5,34,0,4,50,4,48,10,1,4,0,60,1,75000,1,0,43.0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,48.0,0,1,2,2,0,0,2,4,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39008.68
EC32766,0,1,1,29,2022,3,3,1700,0,0,0,2,3,248.88,0,0,7,1,2,4,1,3,0,1,-1,-1,1,0,0,-1,-1,0,3,1,2,2,0,-1,62,0,-1,0,0,35,1,18000,0,1,22.0,1,0,3,0,6,0,0,3,0,0,0,0,0,4,1,0,20.0,0,1,1,0,0,0,1,5,0,0,0,0,0,1,1,1,74.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3248.88
EC19384,0,8,-1,8,2022,2,3,1700,0,0,0,2,75,16.14,0,0,0,1,1,0,0,3,2,1,-1,-1,0,0,1,-1,-1,0,1,-1,1,3,0,-1,36,3,-1,0,0,50,1,23000,0,0,,0,4,0,2,2,0,0,1,0,0,0,0,0,4,1,0,59.0,0,1,1,2,0,0,1,5,0,0,0,0,0,1,1,2,56.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,75016.14
EC27710,0,15,22,11,2022,3,6,700,0,0,0,2,93,0.66,0,0,1,1,0,2,5,2,0,1,-1,-1,1,0,0,-1,-1,0,1,22,3,4,0,-1,61,0,-1,0,0,35,1,28000,0,0,,0,2,2,0,3,0,0,1,0,0,0,0,0,3,0,1,57.0,2,3,1,0,0,0,1,2,0,0,0,0,0,0,0,1,57.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,93000.66
EC66673,0,22,-1,20,2022,7,4,1100,0,0,0,2,71,5.42,0,0,6,2,1,4,0,3,0,1,-1,-1,1,0,0,-1,-1,0,1,-1,6,4,0,-1,60,8,-1,0,0,45,1,31000,0,0,18.0,1,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,67.0,0,4,2,2,0,0,2,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71005.42
EC12547,0,0,0,11,2022,1,3,800,0,0,0,1,6,1.21,1,0,6,1,1,3,6,4,3,1,9,8,0,1,0,-1,-1,0,0,0,0,2,0,-1,24,4,-1,0,4,60,0,24000,0,0,22.0,1,0,0,0,3,0,0,1,0,0,0,0,0,2,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6001.21
3893678,0,0,0,12,2022,2,7,1500,0,0,1,1,26,3.47,0,0,1,2,2,8,1,3,3,1,-1,-1,1,0,0,-1,-1,0,1,0,2,4,0,-1,57,0,-1,0,0,30,1,35000,0,0,19.0,2,0,0,3,1,4,0,3,0,0,0,0,0,0,0,1,19.0,0,3,2,0,0,0,2,6,1,0,0,0,0,0,0,3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26003.47
EC35134,0,17,36,2,2022,4,7,2100,0,0,0,3,47,0.11,0,0,3,1,1,4,8,1,0,1,-1,-1,1,0,1,1,-1,0,4,36,-1,6,0,-1,80,0,-1,0,0,0,1,0,0,0,19.0,1,0,3,2,1,0,0,1,0,0,0,0,0,1,0,0,50.0,1,1,1,2,0,0,2,1,0,0,0,0,0,4,1,2,55.0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,47000.11
